latitude,longitude,length_of_encounter_seconds
33.6041667,-117.5861111,180
27.5061111,-99.5072222,20
32.9761111,-96.595,1200
28.0611111,-82.3025,3600
28.5380556,-81.3794444,60
47.6063889,-122.3308333,1200
39.68,-80.1075,600
34.2541667,-110.0291667,120
40.7933333,-77.8602778,240
26.2375,-80.125,600
41.805,-80.9483333,1800
40.5583333,-85.6591667,1200
30.3319444,-81.6558333,120
51.716667,-5.033333,1200
46.227638,2.213749,4
39.7683333,-86.1580556,21600
48.7597222,-122.4869444,900
35.1677778,-114.5722222,180
32.8338889,-109.7069444,6
35.6869444,-105.9372222,6
39.757907,-104.996992,2
40.0072222,-104.7155556,10
45.5236111,-122.675,3
27.1972222,-80.2530556,720
49.25,-123.133333,10
43.4577778,-88.8372222,2700
48.5394444,-121.745,2700
36.175,-115.1363889,60
43.316667,-79.8,300
34.9552778,-90.0347222,10
40.8152778,-73.1127778,300
42.2011111,-85.58,1800
47.6588889,-117.425,1800
51.083333,-1.166667,300
41.358747,-74.673907,5
42.6555556,-70.6208333,60
41.3461111,-73.0794444,120
38.2541667,-85.7594444,900
26.2441667,-80.2066667,60
42.659637,-83.187406,30
41.6716667,-72.9497222,210
37.2766667,-79.1011111,300
-21.137427,-47.991647,3600
50.9,-0.4,1200
27.5469444,-81.8116667,3600
34.0552778,-117.7513889,300
-35.27603,149.13435,900
40.7377778,-96.8441667,420
39.8288889,-84.8902778,40
57.466667,-4.233333,1200
35.3186111,-82.4611111,5
41.447569,-71.524667,300
18.52043,73.856744,360
40.9169444,-72.6625,10
40.7141667,-74.0063889,240
21.4180556,-157.8036111,900
45.4872222,-122.8025,600
43.666667,-79.416667,5
42.987658,-80.597466,1200
-37.813938,144.963425,5
33.9525,-84.55,300
42.3266667,-122.8744444,180
45.416667,-75.7,120
44.363296,-72.466343,120
39.2902778,-76.6125,300
34.1063889,-117.3694444,3600
40.7988889,-81.3786111,900
34.5772222,-83.3325,90
38.8338889,-104.8208333,5
44.0941667,-72.7333333,120
36.6941667,-91.3991667,180
47.9791667,-122.2008333,60
34.0230556,-84.3616667,600
38.8055556,-123.0161111,45
39.7683333,-86.1580556,180
25.7738889,-80.1938889,3000
42.3583333,-71.0602778,120
-25.9,139.366667,600
33.8177778,-79.4494444,60
28.9002778,-81.2638889,15
26.2375,-80.125,10800
45.667692,-111.248301,2400
30.7436111,-98.0552778,240
33.1030556,-96.6702778,720
39.8427778,-82.8047222,9
55.833333,-3.083333,60
35.9230556,-78.4577778,300
35.9938889,-78.8988889,1200
33.8302778,-116.5444444,30
31.1797222,-83.7891667,7200
33.6888889,-78.8869444,120
43.1547222,-77.6158333,300
46.4166667,-117.0166667,240
27.273049,-80.358226,900
41.85,-87.65,120
32.1727778,-99.8075,20
36.1988889,-115.1166667,60
39.0305556,-97.5938889,120
40.057838,-74.137183,900
28.565,-81.5863889,120
43.866667,-78.933333,120
30.0266667,-95.8441667,15
43.5408333,-116.5625,300
39.7530556,-74.2233333,300
45.3194444,-93.2022222,7200
43.55,-96.7,120
33.6888889,-78.8869444,1800
-30.701054,-52.106879,60
40.7763889,-73.4677778,120
44.0663889,-73.2161111,300
-31.95224,115.861397,60
-39.995596,176.556742,300
30.4941667,-92.4175,300
37.8716667,-122.2716667,300
-14.428506,28.451357,240
32.2216667,-110.9258333,300
38.8338889,-104.8208333,420
33.3527778,-111.7883333,5
40.6233333,-79.73,600
33.8358333,-118.3397222,300
42.7158333,-78.8297222,30
44.8352778,-69.2744444,240
49.13635335,-122.8213433,6
43.6136111,-116.2025,600
43.683333,-79.766667,180
33.3869444,-84.2830556,1800
33.3869444,-84.2830556,1800
28.5380556,-81.3794444,600
34.2072222,-84.1402778,300
42.9033333,-78.755,60
34.2647222,-118.5222222,300
39.5533333,-77.9952778,15
35.7972222,-82.6841667,600
32.2216667,-110.9258333,1200
33.986168,-118.473314,300
33.9802778,-118.4508333,300
45.3808333,-122.5936111,180
41.6252778,-87.7175,1800
33.7225,-111.675,600
43.8013889,-91.2394444,300
50.45,-104.616667,240
38.5816667,-121.4933333,300
42.45,-73.2458333,480
42.575,-70.9305556,30
25.7738889,-80.1938889,10800
30.2238889,-92.0197222,600
26.0108333,-80.1497222,300
33.015,-96.5386111,45
47.3075,-122.2272222,1200
30.2669444,-97.7427778,10
45.394509,-75.84396,10
36.9886111,-121.8052778,30
52.086897,4.882819,15
45.5236111,-122.675,3600
35.5066667,-97.7622222,108
40.0377778,-76.3058333,120
43.4919444,-116.4191667,600
32.6536111,-83.7597222,3000
38.1041667,-122.2555556,120
61.2180556,-149.9002778,10800
21.3069444,-157.8583333,120
36.1658333,-86.7844444,300
26.3583333,-80.0833333,300
40.1855556,-75.4519444,180
42.9633333,-85.6680556,5
42.765189,-76.872096,10
30.3958333,-86.2288889,480
26.2708333,-80.2708333,1200
42.1538889,-88.1361111,600
30.5755556,-90.9530556,300
30.1763889,-85.8055556,5400
31.7586111,-106.4863889,20
55.833333,-4.25,30
41.6061111,-73.1186111,120
40.7141667,-74.0063889,7200
40.7141667,-74.0063889,7200
27.9472222,-82.4586111,7200
47.6063889,-122.3308333,420
47.3075,-122.2272222,720
40.4258333,-89.7791667,90
41.7797222,-71.4377778,3
61.2180556,-149.9002778,90
42.8944444,-71.2916667,90
35.1494444,-90.0488889,1
37.6422222,-104.0175,300
38.6772222,-87.5286111,45
34.7463889,-92.2894444,600
40.781246,-73.927731,2
50.666667,-120.333333,1800
41.55426,-74.439601,2
34.7205556,-76.9366667,60
42.2222222,-71,600
33.6411111,-117.9177778,4
36.175,-115.1363889,3
41.6105556,-86.7225,17
-30.05,30.883333,3000
26.0519444,-80.1441667,1200
41.2097222,-74.6080556,1800
47.6063889,-122.3308333,600
34.1397222,-118.0344444,15
37.8044444,-122.2697222,10
38.4405556,-122.7133333,10
47.9791667,-122.2008333,5
32.3866667,-83.3547222,300
33.6680556,-117.3263889,60
45.820233,-88.06596,480
38.6272222,-90.1977778,180
34.4016667,-86.4491667,15
41.8097222,-87.9005556,7
46.6022222,-120.5047222,5
52.466667,-1.916667,300
36.8188889,-76.2752778,12
38.7297222,-120.7975,600
49.12,-122.99,2
34.2783333,-119.2922222,45
51.75,-1.25,60
47.3811111,-122.2336111,180
41.2838889,-81.2241667,1440
39.36,-84.31,1440
45.3325,-93.7458333,10
37.725,-122.155,1200
43.6136111,-116.2025,120
41.1772222,-79.7080556,3600
34.0752778,-84.2941667,20
35.3733333,-119.0177778,360
35.2269444,-80.8433333,25
-34.097936,18.829898,60
33.6105556,-95.0525,600
33.7438889,-90.7247222,1800
37.0841667,-94.5130556,7200
33.6305556,-112.3325,900
44.916667,-79.366667,10
50.7967,-1.083333,300
-37.931671,145.440933,120
34.8697222,-111.7602778,300
39.0169444,-94.2813889,420
39.92077,32.85411,360
28.5380556,-81.3794444,600
34.8172222,-97.4055556,30
53.666667,-3,45
39.8366667,-105.0366667,15
31.5544444,-110.3030556,420
25.047664,55.181741,10
52.130661,-3.783712,10
42.663923,-78.996689,60
40.4277778,-74.4163889,300
42.3833333,-83.2966667,900
26.6402778,-81.8725,900
27.9011111,-81.5861111,300
45.1752778,-121.0802778,180
43.85,-79.016667,180
27.6383333,-80.3975,30
41.5033333,-74.0108333,30
42.4916667,-71.6180556,480
41.2586111,-95.9375,120
44.05,-91.6391667,5
46.8722222,-113.9930556,300
38.6244444,-76.9394444,300
42.2916667,-85.5872222,600
40.7141667,-74.0063889,2700
43.0125,-83.6875,480
41.1919444,-75.2516667,300
33.8752778,-117.5655556,120
33.0197222,-96.6986111,300
38.05,-85.5458333,30
41.7636111,-72.6855556,7200
42.4908333,-76.2975,30
41.85,-87.65,600
41.5822222,-85.8344444,240
51.5,-3.2,120
45.3894444,-92.8477778,300
37.566535,126.977969,5
34.4838889,-114.3216667,5
47.3225,-122.3113889,0.2
34.048928,-111.093731,900
40.3933333,-82.4858333,10
35.2269444,-80.8433333,720
30.3319444,-81.6558333,73800
36.6505556,-94.4433333,3600
28.2916667,-81.4077778,240
38.5816667,-121.4933333,360
42.3416667,-72.5888889,180
38.4369444,-82.3772222,7200
38.2494444,-122.0388889,120
41.6105556,-86.7225,1
42.4472222,-71.225,25
41.2058333,-76.0663889,30
34.091945,-118.602132,240
39.3077778,-123.7983333,300
34.7302778,-86.5861111,5
45.4,-71.9,5
44.5438889,-73.1483333,180
41.3436111,-86.3097222,300
-33.924868,18.424055,30
33.8358333,-118.3397222,300
42.1686111,-92.0233333,120
41.7108333,-87.7580556,240
38.6858333,-121.0811111,300
28.6802778,-81.5097222,1800
39.535,-119.7516667,240
36.5858333,-79.3952778,1800
42.4711111,-76.9277778,60
41.025,-87.7138889,1200
40.0422222,-87.6386111,660
38.907231,-77.036464,3
37.0833333,-88.6,4
41.5580556,-73.0519444,900
39.6761111,-89.7044444,240
33.18,-96.4977778,180
-42.883209,147.331665,60
28.5380556,-81.3794444,10
34.1952778,-79.7627778,180
42.575,-71.9986111,1200
44.8108333,-73.0836111,120
43.3813889,-92.1138889,5
47.3225,-122.3113889,1408
52.355518,-1.17432,6
34.8238889,-89.9936111,15
42.8247222,-83.2647222,30
30.4761111,-88.3422222,30
34.0141667,-86.0066667,600
46.9966667,-120.5466667,300
32.9183333,-80.0222222,1200
43.225,-79.98,240
32.525,-93.75,10
38.6272222,-90.1977778,2
34.7877778,-82.6925,3600
28.0833333,-80.6083333,45
51.833333,6.6,240
34.1722222,-118.3780556,432000
42.4666667,-70.95,21600
51.833333,0.583333,180
41.0333333,-82.0122222,135
32.7458333,-96.9975,60
-33.46912,-70.641997,120
33.4358333,-86.1058333,60
34.8697222,-111.7602778,1800
33.7669444,-118.1883333,1200
33.4483333,-112.0733333,1200
45.4983333,-122.4302778,10
49.13635335,-122.8213433,3
50.15,7.566667,7200
36.7477778,-119.7713889,300
37.5191667,-120.4363889,1200
33.4147222,-111.9086111,40
43.3666667,-124.2166667,300
34.0194444,-118.4902778,120
-34.928661,138.598633,5
36.5341667,-76.5766667,300
40.6588889,-73.0894444,300
33.4483333,-112.0733333,15
8.148388,123.837149,5
43.666667,-79.416667,30
41.1616667,-112.0255556,1440
45.5236111,-122.675,5
33.5422222,-117.7822222,3600
31.554606,74.357158,60
39.7788889,-75.5986111,45
42.2625,-71.8027778,180
51.514125,-0.093689,30
23.236111,-106.415278,1200
39.6572222,-89.3894444,300
37.9747222,-87.5558333,10
39.240561,-121.206828,180
44.3,-78.333333,2100
47.6063889,-122.3308333,180
37.8869444,-122.2966667,45
31.1277778,-92.0661111,180
37.775,-122.4183333,5400
49.883333,-97.166667,1800
49.883333,-97.166667,1800
35.8422222,-90.7041667,30
54.525961,15.255119,5
34.7744444,-96.6780556,180
26.3583333,-80.0833333,120
44.05,-79.45,120
34.2283333,-118.5358333,120
30.4055556,-86.6188889,15
34.2072222,-84.1402778,40
26.2169444,-80.2261111,600
26.2375,-80.125,480
37.76,-89.0772222,120
38.80261,-116.419389,600
42.2711111,-89.0938889,2496
38.0491667,-87.2741667,360
29.9544444,-90.075,60
42.4363889,-89.3319444,2400
29.7630556,-95.3630556,30
47.5675,-122.6313889,180
29.4238889,-98.4933333,900
13.727896,100.524123,900
43.5277778,-71.4708333,10
35.2377778,-106.6061111,60
19.432608,-99.133208,60
34.78679,-111.787436,300
36.3133333,-82.3536111,20
40.2066667,-75.1,2
34.78679,-111.787436,900
43.4666667,-112.0333333,60
27.9091667,-82.7875,25
47.6588889,-117.425,300
45.910112,-122.446487,420
41.3711111,-75.7352778,1800
41.85,-87.65,60
34.5794444,-118.1155556,1800
38.5630556,-85.5397222,37800
39.826649,-84.417267,900
41.5236111,-90.5775,60
45.633333,-64.05,420
44.6366667,-123.1047222,5
-14.599413,-28.673147,45
43.45,-80.5,180
41.8458333,-70.95,30
40.7141667,-74.0063889,10
-37.687797,176.16513,120
39.0997222,-94.5783333,2700
33.183126,-102.82689,1800
33.7319444,-84.9191667,900
43.7025,-124.0955556,5
35.2247222,-88.2491667,60
45.3841667,-122.7627778,2700
46.3477778,-86.9288889,3600
41.6216667,-83.7116667,4
41.1016667,-80.7647222,2
32.7922222,-80.1083333,300
44.233333,-76.483333,5
37.775,-122.4183333,900
39.4019444,-75.0397222,6
32.5630556,-97.1413889,900
34.5025,-84.9511111,240
53.55,-113.5,600
26.9616667,-82.3527778,900
39.6313889,-106.5216667,15
39.6552778,-106.8280556,600
43.9808333,-84.4863889,600
33.4483333,-112.0733333,7
34.811757,-88.190041,600
37.8044444,-122.2697222,5
10.340556,-68.736944,1
41.8569444,-93.9216667,1500
-32.927792,151.784485,30
38.5816667,-121.4933333,900
40.7686111,-73.7475,60
41.85,-87.65,120
43.666667,-79.416667,600
43.184899,-78.815611,6
45.085,-69.0411111,80
43.666667,-79.416667,30
33.4483333,-112.0733333,30
33.4483333,-112.0733333,1200
44.05,-91.6391667,120
28.0391667,-81.95,600
53.366667,-1.5,180
36.175,-115.1363889,600
45.5236111,-122.675,180
35.7913889,-78.7813889,300
34.2783333,-119.2922222,10
40.2986111,-83.0680556,120
47.4061111,-123.1380556,3600
43.0388889,-87.9063889,300
37.775,-122.4183333,2
32.8383333,-116.9730556,120
33.5861111,-86.2861111,300
32.076745,-111.313715,1200
38.4725,-90.8866667,120
39.9830556,-75.8241667,120
41.5680556,-87.7202778,2
45.5608333,-94.1622222,30
41.2794444,-72.8155556,180
40.7425,-84.1052778,300
42.3313889,-83.0458333,180
33.1027778,-86.7536111,240
28.2713889,-82.7197222,1
53.316667,-3.1,40
37.3394444,-121.8938889,30
44.6497222,-93.2425,90
34.0038889,-117.0611111,5
30.3183333,-86.1302778,60
36.3302778,-119.2911111,180
30.5475,-88.1752778,120
41.4858333,-73.0511111,300
38.2322222,-90.5627778,360
35.563363,-106.770591,15
45.6625,-110.5602778,4
30.4852778,-92.8505556,1200
28.5380556,-81.3794444,600
30.5780556,-98.2725,600
51.856389,-5.126111,5
37.5536111,-77.4605556,300
36.177146,-114.417332,60
32.486464,-116.959052,10800
44.356574,-78.740754,2
33.8883333,-118.3080556,300
28.3197222,-80.6077778,240
47.1955556,-120.9380556,45
34.3077778,-118.4483333,600
38.7072222,-121.28,120
47.3075,-122.2272222,60
40.7141667,-74.0063889,600
26.3180556,-80.1,600
26.2375,-80.125,900
41.6252778,-87.7175,300
60.6902778,-151.2888889,8
33.7455556,-117.8669444,1200
47.9791667,-122.2008333,600
-25.099425,-50.158322,45
40.9680556,-74.2961111,600
50.666667,-120.333333,600
34.3988889,-119.5175,1800
-27.47101,153.024292,180
51.081397,1.169456,180
41.5380556,-72.8075,30
53.166667,-1.583333,1260
47.3294444,-122.5788889,10
34.0522222,-118.2427778,90
40.786185,-89.869656,300
38.3686111,-93.7780556,240
29.9544444,-90.075,8
41.2375,-80.8186111,300
55.6325,-111.082778,180
34.0522222,-118.2427778,180
40.7141667,-74.0063889,7200
38.4247222,-82.2133333,300
39.4666667,-87.4138889,5
33.8583333,-118.0638889,300
28.7925,-81.4241667,1800
41.4994444,-81.6955556,30
45.3566667,-122.8388889,1200
37.7397222,-121.4241667,4
43.25,-79.833333,10
38.8588889,-82.8622222,2700
33.8352778,-117.9136111,1340
40.4555556,-109.5280556,120
39.6133333,-105.0161111,45
38.1347222,-105.4652778,120
40.63,-79.9697222,120
39.3269444,-77.6644444,120
33.4483333,-112.0733333,10
29.860141,-92.381362,120
34.0211111,-118.3955556,20
34.0708333,-112.15,600
39.7458333,-75.5469444,600
40.4841667,-88.9936111,70
40.4841667,-88.9936111,70
40.3941667,-74.1175,120
40.4847222,-83.9230556,45
39.3419444,-78.7569444,600
33.7488889,-84.3880556,600
32.7152778,-117.1563889,60
40.7141667,-74.0063889,120
40.8472222,-73.8552778,30
34.6980556,-118.1358333,180
40.9483333,-80.6591667,20
43.6613889,-70.2558333,300
40.6408333,-74.3111111,5
40.9277778,-73.7522222,10
45.5236111,-122.675,600
40.330188,-79.730701,3600
46.25,-60.083333,300
42.9597222,-87.8613889,300
33.6694444,-117.8222222,600
36.175,-115.1363889,720
34.8697222,-111.7602778,2
46.7586111,-122.0297222,180
47.5675,-122.6313889,30
33.8302778,-116.5444444,120
36.2741667,-87.0641667,900
38.4405556,-122.7133333,300
37.2152778,-93.2980556,6
44.3113889,-96.7980556,8
36.255123,-115.238349,900
39.0216667,-105.7952778,3600
37.8419444,-76.2761111,3600
42.2625,-71.8027778,1200
42.575,-71.9986111,8
34.0522222,-118.2427778,1
43.0333333,-112.4375,120
32.8794444,-111.7566667,5
35.2269444,-80.8433333,30
37.9061111,-122.5438889,5
47.0530556,-122.2930556,60
47.0530556,-122.2930556,900
45.4902778,-93.2475,20
38.5458333,-106.9247222,5
29.2105556,-81.0230556,5
38.907231,-77.036464,300
41.6986111,-88.0683333,3600
36.3302778,-119.2911111,180
27.7705556,-82.6794444,90
39.5138889,-121.5552778,600
35.0844444,-106.6505556,2100
33.4502778,-88.8183333,120
37.168591,-113.679406,300
39.9880556,-81.1766667,120
26.7052778,-80.0366667,5
41.6361111,-70.9347222,300
37.2255556,-107.5975,120
39.265,-123.59,7200
37.9063889,-122.0638889,180
41.5775,-71.5380556,1200
47.3075,-122.2272222,10
44.0463889,-123.0208333,5
39.8005556,-76.9833333,60
45.5608333,-94.1622222,120
33.4483333,-112.0733333,10
36.8252778,-119.7019444,600
40.436041,-111.759276,120
34.035,-77.8938889,240
49.516667,-96.683333,300
37.7652778,-122.2405556,600
27.3361111,-82.5308333,1200
41.7108333,-87.7580556,50
43.1380556,-93.3791667,600
32.7252778,-97.3205556,600
39.8016667,-89.6436111,3600
49.883333,-97.166667,40
40.015,-105.27,300
33.5091667,-111.8983333,60
27.2927778,-81.3630556,300
45.3575,-84.2238889,60
52.636878,-1.139759,3
33.5777778,-101.8547222,180
39.391111,-74.593889,120
42.5158333,-73.6105556,300
33.7222222,-116.3736111,30
39.1647222,-122.9094444,3600
36.7602778,-81.8630556,600
38.7694444,-90.7288889,10
35.1494444,-90.0488889,900
-38.626591,145.722595,300
33.5091667,-111.8983333,14400
40.1672222,-105.1013889,180
34.1425,-118.2541667,30
39.5297222,-119.8127778,300
34.182578,-118.439676,30
33.2,-117.2416667,600
33.4483333,-112.0733333,20
32.5630556,-97.1413889,90
32.8405556,-83.6325,840
36.175,-115.1363889,300
33.4483333,-112.0733333,180
35.263901,-80.819089,2700
38.4655556,-123.0077778,210
40.6186111,-80.5775,120
33.7747222,-84.2963889,3
41.391202,-74.96878,120
39.295418,-86.05296,40
34.6086111,-98.39,10
41.025,-80.7611111,300
33.9533333,-117.3952778,85
30.9469444,-97.5383333,240
54.6,-1.3,300
33.0738889,-106.0180556,600
19.075984,72.877656,5
43.9125,-88.0355556,1800
47.1302778,-119.2769444,30
42.0347222,-93.6197222,600
46.521858,-84.34609,120
41.1569444,-83.4169444,3
46.521858,-84.34609,60
40.7230556,-113.2888889,3600
55.75,-97.866667,1800
37.0833333,-88.6,2
42.2194444,-87.9794444,3
49.883333,-97.166667,2400
34.0522222,-118.2427778,300
37.775,-122.4183333,10
-14.599413,-28.673147,1800
54.5,-128.583333,8
42.1013889,-72.5902778,660
38.4363889,-122.8686111,4
55.433029,-116.4744,300
8.38,-80.17,1800
39.0508333,-74.7583333,600
38.6272222,-90.1977778,900
55.55,-3.85,1800
40.0438889,-75.3880556,240
33.4222222,-111.8219444,240
34.249832,35.66429,1800
43.2127778,-75.4561111,180
43.42519,6.76837,30
40.2013889,-77.1891667,180
39.8022222,-86.2672222,120
43.796573,-70.258521,900
30.2669444,-97.7427778,2
36.330293,-119.939361,600
37.3797222,-122.1363889,1200
37.3394444,-121.8938889,120
39.1405556,-121.6158333,300
36.0625,-94.1572222,600
20.966044,-89.627433,3
46.4166667,-117.0166667,600
43.7025,-124.0955556,300
42.7341667,-90.4783333,300
43.7730556,-88.4469444,15
47.7425,-121.9844444,1
38.8816667,-78.5061111,15
34.9247222,-81.0252778,10800
39.4380556,-99.2647222,259200
33.6694444,-117.8222222,300
35.0844444,-106.6505556,15
56.733333,-111.383333,75
41.9269444,-73.9977778,1500
42.2508333,-84.2130556,600
48.1988889,-122.1238889,180
42.6072222,-83.9294444,34
26.1416667,-81.795,15
46.0647222,-118.3419444,90
40.015,-105.27,64
34.3916667,-118.5416667,600
52.683333,-2.016667,3000
51.566667,-0.766667,300
45.45,-73.3,15
51.383333,-0.616667,180
61.3213889,-149.5677778,60
33.4936111,-117.1475,14400
38.5816667,-121.4933333,3600
39.5297222,-119.8127778,1200
33.460706,-117.606351,20
32.2216667,-110.9258333,1800
36.9786111,-76.4283333,180
53.166667,-1.2,60
50.95,-2.633333,1200
40.1044444,-74.9516667,900
51.533333,0.7,300
51.016667,-4.216667,5
48.0152778,-122.0625,180
42.0983333,-76.0497222,60
35.1494444,-90.0488889,5400
50.416667,-4.75,2
53.55,-113.5,8
27.664827,-81.515754,600
41.9444444,-71.2861111,120
36.0997222,-80.2444444,300
39.3897222,-74.5244444,900
39.3897222,-74.5244444,900
40.7933333,-77.8602778,3600
38.2494444,-122.0388889,35
33.1191667,-117.0855556,120
33.7380556,-81.0980556,900
33.4486111,-84.455,180
40.5638889,-122.2377778,6
38.5816667,-121.4933333,120
39.9880556,-81.1766667,300
44.383333,-79.7,1200
42.9511111,-123.3630556,900
33.2197222,-82.7033333,20
39.1233333,-122.8472222,900
37.1316667,-80.5766667,90
43.946235,-79.830568,10
50.833333,-0.15,30
45.3038889,-93.5669444,180
45.0322222,-93.3383333,30
-34.424,150.893448,180
41.6619444,-86.1586111,5
27.6380556,-81.8241667,5
42.2916667,-85.5872222,120
33.5225,-117.7066667,600
38.7838889,-90.4811111,600
34.1952778,-79.7627778,60
34.2366667,-84.4908333,10
40.4405556,-79.9961111,300
61.2180556,-149.9002778,180
38.2972222,-122.2844444,120
41.85,-87.65,600
40.3772222,-105.5211111,300
34.0852778,-117.96,300
41.9163889,-83.3977778,1800
39.9522222,-75.1641667,4
32.9536111,-96.89,60
38.4783333,-107.8755556,420
41.85,-87.65,120
35.7330556,-81.3413889,1800
35.7330556,-81.3413889,300
31.7586111,-106.4863889,900
41.8088889,-88.0111111,300
34.1683333,-118.605,300
45.5236111,-122.675,180
39.0005556,-74.7997222,180
42.4394444,-83.7438889,300
48.1958333,-114.3119444,1
38.2027778,-75.6927778,300
40.8680556,-73.4261111,180
38.3363889,-75.0852778,60
37.5483333,-121.9875,2
38.2872222,-75.6883333,900
36.7416667,-94.3988889,300
43.5391667,-89.4625,120
47.6588889,-117.425,300
41.9536111,-73.5111111,1200
38.7838889,-90.4811111,1200
32.4705556,-100.0125,300
37.839333,-84.270018,600
42.6525,-73.7566667,300
39.869923,-116.309237,180
30.6552778,-97.0011111,3600
42.6525,-73.7566667,60
39.6133333,-105.0161111,480
27.5155556,-97.8558333,600
37.9577778,-121.2897222,1800
28.8105556,-81.8780556,120
38.4405556,-122.7133333,300
41.9294444,-88.7502778,600
31.7416667,-100.2858333,2
40.8680556,-73.4261111,180
36.1480556,-98.9238889,15
33.317842,-117.320512,1800
37.5483333,-121.9875,300
26.0108333,-80.1497222,30
36.0725,-79.7922222,600
32.6858333,-117.1822222,3
39.8630556,-84.3605556,25200
29.6513889,-82.325,360
39.1369444,-76.6986111,120
46.3,-63.216667,1800
37.0841667,-94.5130556,900
42.1033333,-76.2625,120
44.8547222,-93.4705556,30
33.7488889,-84.3880556,180
-28.32732,153.393387,300
30.4211111,-87.2169444,60
41.2586111,-95.9375,480
40.7258333,-73.5147222,300
29.7630556,-95.3630556,600
43.1911111,-96.0055556,1
31.7586111,-106.4863889,15
41.7561111,-124.2005556,1200
40.7141667,-74.0063889,10
36.7911111,-81.7713889,300
44.8261111,-68.6938889,240
23.810332,90.412518,180
33.6102778,-114.5955556,120
43.666667,-79.416667,300
44.8352778,-69.2744444,300
40.7141667,-74.0063889,0.5
35.9605556,-83.9208333,60
43.1547222,-77.6158333,900
38.2541667,-85.7594444,40
39.7555556,-105.2205556,120
40.9025,-76.2088889,10
41.85,-87.65,2100
35.405,-97.1625,60
43.3052778,-112.1822222,900
41.0855556,-73.8588889,120
35.110703,-106.609991,1800
37.2152778,-93.2980556,10
43.025,-108.3794444,120
38.485,-78.6252778,25
36.0222222,-106.9577778,5
33.58011,-85.076611,2
41.7713889,-93.7127778,300
37.022057,-122.053124,20
30.3319444,-81.6558333,3600
41.339802,-75.736303,2
53.366667,-1.5,1200
44.5236111,-89.5744444,15
40.7483333,-75.6122222,300
38.2322222,-90.5627778,900
33.3527778,-111.7883333,600
33.8536111,-118.1330556,8
46.436787,-115.884614,1200
40.7258333,-73.5147222,3900
40.4619444,-74.3386111,4
34.0194444,-118.4902778,15
34.0555556,-117.1816667,120
39.7458333,-75.5469444,10
42.6627778,-82.8425,5400
33.3452778,-110.4525,1800
27.7705556,-82.6794444,300
35.217004,-75.689698,180
33.8463889,-118.0458333,3600
53.583333,-1.65,20
46.6541667,-120.5288889,120
61.2180556,-149.9002778,900
41.4294444,-88.2286111,120
41.967253,-87.807561,1395
36.2613889,-90.9711111,120
21.161908,-86.851528,1200
38.8516667,-94.3436111,60
36.8161111,-100.5194444,30
41.5791667,-73.4961111,420
-32.433333,149.583333,300
-33.861481,151.205475,600
34.2783333,-119.2922222,45
39.4055556,-105.4727778,180
38.8941667,-77.4313889,180
50.833333,-1.116667,20
33.317842,-117.320512,35
33.1730556,-84.915,1500
33.6888889,-78.8869444,1800
42.9955556,-71.4552778,60
40.8583333,-73.1,600
43.8377778,-123.2377778,600
34.185,-83.9252778,4
35.122573,-85.343849,300
41.85,-87.65,120
34.8638889,-84.3241667,600
39.8016667,-89.6436111,240
40.2169444,-74.7433333,20
4.60284,-74.0806,1200
40.7141667,-74.0063889,1800
46.521858,-84.34609,90
35.3847222,-77.9930556,120
37.9841667,-120.3811111,300
41.6072222,-81.0505556,300
38.7208333,-75.0763889,10
41.8897222,-95.2319444,30
45.5236111,-122.675,1500
44.4097222,-103.5086111,15
53.55,-113.5,20
40.6575,-73.5836111,30
29.6513889,-82.325,60
34.8525,-82.3941667,600
31.311294,-92.445137,1800
50.4,-105.55,1200
46.0494444,-118.3872222,1200
52.466667,-1.916667,10
52.083333,1.166667,18000
40.7544444,-86.3566667,120
-25.274398,133.775136,7200
42.3966667,-88.1836111,300
47.6741667,-122.1202778,5
45.5236111,-122.675,300
40.243122,-104.984998,120
47.6063889,-122.3308333,30
37.6922222,-97.3372222,5
35.2219444,-101.8308333,5
39.9611111,-82.9988889,180
33.3702778,-112.5830556,180
39.7683333,-86.1580556,20
32,-80.8458333,20
43.2341667,-86.2483333,5
43.75,-79.2,900
44.316667,-80.1,3600
49.9,-119.483333,120
44.9444444,-93.0930556,120
32.7152778,-117.1563889,2
42.5063889,-71.0733333,360
33.6888889,-78.8869444,1800
33.6694444,-117.8222222,300
31.5491667,-97.1463889,120
41.7108333,-87.7580556,60
47.7988889,-122.4969444,30
10.5,-66.916667,120
42.7325,-84.5555556,10
41.9266667,-73.9130556,6
33.5833333,-95.9097222,240
40.6677778,-111.9380556,180
41.7494444,-72.155,180
29.7630556,-95.3630556,60
37.1305556,-121.6533333,2
35.365945,-120.849992,5
34.7391667,-112.0091667,1200
38.4494444,-78.8691667,15
36.3302778,-119.2911111,60
29.2105556,-81.0230556,360
30.2669444,-97.7427778,60
41.7955556,-86.0808333,7200
41.9266667,-73.9130556,10
16.402333,120.596007,90
33.5311111,-111.9419444,300
36.9880556,-121.9555556,15
38.2088889,-89.0388889,60
47.7883333,-122.3075,900
47.7558333,-122.3402778,1200
35.1980556,-111.6505556,3600
33.8536111,-118.1330556,120
30.2352778,-92.9213889,120
33.3941667,-104.5225,30
39.3511111,-99.9719444,600
36.9469444,-80.9416667,4
5.84561,118.057056,900
-33.861481,151.205475,900
41.7108333,-87.7580556,900
